moved_to_state,from_state,1900,1910,1920,1930,1940,1950,1960,1970,1980,1990,2000,2010
Mississippi,New Mexico,0,0,0,0.0003,0,0,0.0006,0.0007,0.0007,0.0007,0.0009,0.0011
Mississippi,New York,0.0008,0.0008,0.0009,0.0004,0.0008,0.0016,0.0016,0.0027,0.0044,0.0046,0.0049,0.0049
Mississippi,North Carolina,0.0093,0.0072,0.003,0.0027,0.0012,0.0017,0.0014,0.0026,0.0038,0.0032,0.0036,0.0043
Mississippi,North Dakota,0,0,0,0.0001,0,0.0002,0.0002,0.0001,0.0004,0.0003,0.0004,0.0005
Mississippi,Ohio,0.001,0.0012,0.0013,0.001,0.0008,0.0011,0.0021,0.0025,0.0046,0.0048,0.005,0.005
Mississippi,Oklahoma,0.0001,0.0002,0.0006,0.0004,0.0006,0.0015,0.0019,0.0027,0.0027,0.0026,0.0033,0.0024
Mississippi,Oregon,0,0,0,0,0.0001,0.0001,0.0002,0.0003,0.0005,0.0003,0.0007,0.0007
Mississippi,Pennsylvania,0.0006,0.0005,0.0006,0.0007,0.0007,0.0018,0.0026,0.0023,0.0036,0.0035,0.0038,0.0036
Mississippi,Rhode Island,0,0,0,0,0,0,0.0002,0.0002,0.0004,0.0003,0.0004,0.0002
Mississippi,South Carolina,0.0085,0.0048,0.0026,0.0013,0.0009,0.0012,0.0014,0.0022,0.0023,0.002,0.0023,0.0024
Mississippi,South Dakota,0,0,0,0,0,0.0001,0.0002,0.0002,0.0004,0.0004,0.0005,0.0001
Mississippi,Tennessee,0.0153,0.0143,0.0134,0.0113,0.0105,0.0131,0.0128,0.0163,0.0268,0.0352,0.0393,0.0484
Mississippi,Texas,0.0025,0.0036,0.0038,0.0037,0.0045,0.0056,0.0079,0.009,0.0118,0.0136,0.0156,0.0153
Mississippi,Utah,0,0,0.0001,0,0,0.0001,0.0001,0.0002,0.0002,0.0004,0.0006,0.0005
Mississippi,Vermont,0,0.0001,0,0,0.0001,0,0.0001,0.0001,0.0002,0.0002,0.0001,0.0002
Mississippi,Virginia,0.0077,0.0034,0.0021,0.001,0.0006,0.001,0.0015,0.0022,0.0033,0.0032,0.0037,0.0044
Mississippi,Washington,0,0,0.0001,0,0.0002,0.0004,0.0007,0.0006,0.0011,0.0014,0.0016,0.0014
Mississippi,West Virginia,0,0.0002,0,0,0.0003,0.0003,0.0003,0.0007,0.0013,0.0014,0.0012,0.0012
Mississippi,Wisconsin,0.0001,0.0006,0.0008,0.0007,0.0006,0.0006,0.0007,0.0009,0.0019,0.0019,0.0027,0.0025
Mississippi,Wyoming,0,0,0,0,0,0,0.0001,0.0003,0.0002,0.0003,0.0002,0.0005
Missouri,Alabama,0.0019,0.0023,0.0026,0.0028,0.0046,0.0033,0.0036,0.004,0.0041,0.0035,0.0032,0.0022
Missouri,Alaska,0,0,0.0001,0,0,0,0.0003,0.0003,0.0004,0.0005,0.0006,0.0008
Missouri,Arizona,0.0001,0.0001,0,0.0001,0.0001,0.0005,0.0005,0.0011,0.0017,0.0018,0.0027,0.0027
Missouri,Arkansas,0.0088,0.0083,0.0124,0.0186,0.0236,0.0309,0.0304,0.025,0.0257,0.0228,0.0203,0.0166
Missouri,California,0.0007,0.0011,0.001,0.0012,0.0017,0.0035,0.0058,0.0096,0.013,0.0149,0.0217,0.0215
Missouri,Colorado,0.001,0.0016,0.0023,0.0023,0.0024,0.0029,0.0032,0.004,0.0045,0.0051,0.0057,0.0051
Missouri,Connecticut,0.0005,0.0006,0.0004,0.0003,0.0004,0.0004,0.0004,0.0006,0.0009,0.0011,0.0013,0.0011
Missouri,Delaware,0.0002,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0003,0.0003,0.0003,0.0003
Missouri,District of Columbia,0.0003,0.0001,0.0001,0.0002,0.0002,0.0003,0.0005,0.0004,0.0006,0.0009,0.0007,0.0006
Missouri,Florida,0.0001,0.0001,0.0001,0.0002,0.0004,0.0007,0.001,0.002,0.0028,0.0033,0.005,0.0054
Missouri,Georgia,0.0018,0.0015,0.0017,0.0014,0.0017,0.0015,0.0017,0.0022,0.0026,0.0028,0.003,0.0036
Missouri,Hawaii,0,0,0,0,0,0,0.0002,0.0003,0.0005,0.0006,0.001,0.0007
Missouri,Idaho,0,0.0001,0.0004,0.0003,0.0004,0.0007,0.0008,0.0007,0.001,0.0008,0.001,0.0011
Missouri,Illinois,0.0548,0.0551,0.0548,0.0549,0.0469,0.0432,0.0403,0.0347,0.04,0.042,0.0421,0.0436
Missouri,Indiana,0.0234,0.0198,0.014,0.0125,0.009,0.0059,0.0063,0.0065,0.0074,0.0076,0.0078,0.0068
Missouri,Iowa,0.017,0.0201,0.0168,0.0174,0.0157,0.0147,0.0143,0.0138,0.016,0.0173,0.0173,0.0155
Missouri,Kansas,0.019,0.0198,0.0221,0.0313,0.0324,0.0325,0.0309,0.0298,0.0332,0.0327,0.0334,0.0378
Missouri,Kentucky,0.0283,0.0237,0.0196,0.0148,0.0109,0.0091,0.0074,0.0063,0.0057,0.0056,0.0043,0.004
Missouri,Louisiana,0.0015,0.0018,0.0021,0.0026,0.0027,0.0029,0.0036,0.003,0.0038,0.004,0.004,0.0043
Missouri,Maine,0.0006,0.0006,0.0005,0.0002,0.0001,0.0002,0.0003,0.0004,0.0005,0.0005,0.0006,0.0005
Missouri,Maryland,0.002,0.0012,0.0012,0.0009,0.0006,0.0009,0.0007,0.0013,0.0016,0.0017,0.002,0.0018
Missouri,Massachusetts,0.0014,0.0015,0.0014,0.0011,0.0011,0.0015,0.0018,0.0023,0.0021,0.0023,0.0023,0.0023
Missouri,Michigan,0.0032,0.0026,0.0023,0.0031,0.0027,0.0032,0.0043,0.0057,0.0064,0.0077,0.0078,0.009
Missouri,Minnesota,0.0011,0.0013,0.0015,0.0022,0.0021,0.0031,0.0033,0.0036,0.0048,0.0041,0.0046,0.0047
Missouri,Mississippi,0.0027,0.0027,0.0059,0.0096,0.0113,0.0149,0.0155,0.014,0.014,0.0108,0.0088,0.0068
Missouri,Montana,0.0001,0.0001,0.0001,0.0005,0.0005,0.0008,0.0006,0.0007,0.0019,0.0009,0.0007,0.0005
Missouri,Nebraska,0.0042,0.004,0.0047,0.0059,0.0072,0.0065,0.0067,0.0063,0.0067,0.0073,0.007,0.0067
Missouri,Nevada,0,0,0,0,0,0,0.0003,0.0001,0.0006,0.0005,0.0007,0.0009
Missouri,New Hampshire,0.0003,0.0004,0.0003,0.0001,0.0001,0.0001,0.0001,0.0002,0.0004,0.0003,0.0004,0.0004
Missouri,New Jersey,0.0012,0.0008,0.0009,0.0008,0.0007,0.0009,0.0016,0.0017,0.0025,0.0024,0.0028,0.0033
Missouri,New Mexico,0.0001,0.0001,0.0003,0.0003,0.0005,0.0007,0.0012,0.0008,0.0011,0.0014,0.0018,0.0014
Missouri,New York,0.01,0.008,0.0076,0.005,0.0033,0.0048,0.0044,0.0062,0.0068,0.0067,0.0073,0.0076
Missouri,North Carolina,0.0031,0.002,0.0015,0.0015,0.0011,0.0009,0.0011,0.0016,0.0021,0.0021,0.0026,0.0032
Missouri,North Dakota,0.0001,0.0001,0,0.0003,0.0006,0.0009,0.0008,0.0013,0.0012,0.0013,0.0011,0.0009
Missouri,Ohio,0.0265,0.022,0.0152,0.0105,0.0073,0.0058,0.0051,0.0051,0.0072,0.0082,0.0079,0.0085
Missouri,Oklahoma,0.0011,0.0031,0.0046,0.0079,0.0093,0.0111,0.0126,0.0113,0.0122,0.0126,0.0116,0.0091
Missouri,Oregon,0.0002,0.0002,0.0003,0.0004,0.0004,0.0007,0.001,0.001,0.001,0.0013,0.0017,0.0016
Missouri,Pennsylvania,0.0104,0.0088,0.0074,0.0049,0.0038,0.004,0.0046,0.0043,0.0055,0.0057,0.0062,0.005
Missouri,Rhode Island,0.0001,0.0003,0.0002,0.0001,0.0001,0.0003,0.0002,0.0001,0.0004,0.0004,0.0004,0.0005
Missouri,South Carolina,0.0006,0.0002,0.0003,0.0004,0.0008,0.0004,0.0008,0.0009,0.001,0.0013,0.0015,0.0015
Missouri,South Dakota,0.0003,0.0007,0.0005,0.0012,0.0012,0.0011,0.0015,0.0019,0.0016,0.0017,0.0017,0.0013
Missouri,Tennessee,0.0214,0.0199,0.0203,0.0152,0.0145,0.0124,0.0108,0.0093,0.0087,0.0077,0.0066,0.0066
Missouri,Texas,0.0027,0.0042,0.0054,0.0051,0.0053,0.0082,0.0078,0.01,0.0106,0.0125,0.0151,0.016
Missouri,Utah,0.0001,0.0001,0.0002,0.0002,0.0003,0.0005,0.0003,0.0009,0.0009,0.001,0.0016,0.0017
Missouri,Vermont,0.0007,0.0004,0.0005,0.0002,0.0001,0.0002,0,0.0002,0.0003,0.0002,0.0003,0.0006
Missouri,Virginia,0.012,0.0071,0.0056,0.0029,0.002,0.0015,0.0016,0.0018,0.0027,0.0026,0.0032,0.0035
Missouri,Washington,0.0003,0.0004,0.0003,0.0007,0.0007,0.0013,0.0017,0.002,0.0021,0.0024,0.003,0.0029
Missouri,West Virginia,0.0021,0.0017,0.0016,0.0014,0.0008,0.001,0.0012,0.0016,0.0016,0.0016,0.0015,0.0011
Missouri,Wisconsin,0.0036,0.0038,0.0032,0.0032,0.003,0.0031,0.0031,0.0038,0.0039,0.0042,0.0047,0.0053
Missouri,Wyoming,0.0001,0.0002,0.0001,0.0005,0.0004,0.0004,0.0006,0.0006,0.0007,0.0008,0.0009,0.0006
Montana,Alabama,0.0011,0.0003,0.0008,0.0005,0.0006,0.0006,0.0033,0.0018,0.0015,0.0013,0.0021,0.0018
Montana,Alaska,0,0,0.0002,0.0002,0.0002,0.0004,0.0007,0.0009,0.0018,0.0021,0.0031,0.004
Montana,Arizona,0.0005,0,0.0002,0.0015,0.0002,0.0006,0.001,0.0018,0.0028,0.0031,0.0058,0.0093
Montana,Arkansas,0.0017,0.0027,0.0014,0.0032,0.0023,0.004,0.004,0.0022,0.0025,0.002,0.002,0.0025
Montana,California,0.0113,0.0054,0.0069,0.0055,0.0024,0.01,0.0113,0.0203,0.0347,0.0372,0.0551,0.063
Montana,Colorado,0.0049,0.0062,0.0086,0.0102,0.0071,0.0079,0.0083,0.0139,0.0132,0.0145,0.0147,0.0168
Montana,Connecticut,0.0014,0.0011,0.0008,0.0008,0.0002,0.0013,0.0004,0.0006,0.0012,0.002,0.0021,0.0028
Montana,Delaware,0.0006,0.0008,0.0006,0,0,0.0006,0,0,0.0003,0.0002,0.0005,0.0007
Montana,District of Columbia,0.0003,0.0003,0,0.0004,0.0002,0.0005,0.0001,0.0004,0.001,0.0009,0.0009,0.0012
Montana,Florida,0.0008,0.0011,0,0,0.0002,0.0004,0.0021,0.0013,0.0038,0.0025,0.0048,0.0046
Montana,Georgia,0.0013,0.0003,0.002,0.0017,0.0006,0.0008,0.001,0.0009,0.0017,0.0017,0.0027,0.0029
Montana,Hawaii,0,0,0.0004,0.0002,0,0.0001,0.0003,0.0006,0.0009,0.001,0.0014,0.0008
Montana,Idaho,0.0046,0.003,0.0045,0.0105,0.0109,0.0149,0.0163,0.0161,0.017,0.0189,0.016,0.019
Montana,Illinois,0.0395,0.0397,0.0369,0.0317,0.0256,0.0183,0.0176,0.0098,0.0149,0.015,0.0142,0.0166
Montana,Indiana,0.0159,0.0211,0.0191,0.0129,0.0105,0.0064,0.0055,0.0051,0.0048,0.0056,0.0055,0.0075
Montana,Iowa,0.0424,0.0381,0.0497,0.0409,0.0314,0.029,0.0209,0.0149,0.0129,0.0104,0.0098,0.008
Montana,Kansas,0.0088,0.0151,0.0144,0.0162,0.0153,0.0124,0.011,0.0066,0.0087,0.0068,0.0057,0.0066
Montana,Kentucky,0.0102,0.0073,0.0062,0.0049,0.0016,0.005,0.0042,0.0021,0.0023,0.0021,0.0023,0.0017
Montana,Louisiana,0.0008,0.0011,0.001,0.0004,0.0006,0.0014,0.0015,0.0015,0.0012,0.0015,0.0016,0.0031
Montana,Maine,0.0091,0.0046,0.002,0.002,0.0009,0.0004,0.0001,0.0012,0.0007,0.0007,0.0011,0.0016
Montana,Maryland,0.0028,0.0027,0.0024,0.0009,0.0006,0.0012,0.001,0.0006,0.0017,0.0016,0.002,0.0032
Montana,Massachusetts,0.0073,0.0049,0.0036,0.0022,0.0021,0.0028,0.0015,0.0013,0.0032,0.0029,0.0041,0.0038
Montana,Michigan,0.0286,0.0286,0.0186,0.0157,0.0139,0.0111,0.0085,0.0076,0.0095,0.0102,0.0114,0.013
Montana,Minnesota,0.0371,0.0386,0.0591,0.056,0.0625,0.0526,0.0425,0.0383,0.0338,0.027,0.0229,0.0221
Montana,Mississippi,0.0009,0,0.0008,0,0.0004,0.0012,0.0006,0.001,0.0011,0.0009,0.0018,0.0013
Montana,Missouri,0.0471,0.0524,0.0347,0.0321,0.0349,0.019,0.0172,0.0131,0.0088,0.0074,0.0064,0.0078
Montana,Nebraska,0.0093,0.0138,0.0165,0.0179,0.017,0.0182,0.0135,0.016,0.0118,0.0102,0.0095,0.007
Montana,Nevada,0.0039,0.0016,0.0011,0.0011,0.0017,0.001,0.0013,0.001,0.0031,0.0017,0.0031,0.0037
Montana,New Hampshire,0.0021,0.0005,0.0005,0.0007,0.0002,0.0001,0.0009,0.0006,0.0009,0.0005,0.0009,0.002
Montana,New Jersey,0.005,0.0032,0.0021,0.0002,0.0009,0.0017,0.0015,0.0019,0.0032,0.0035,0.0043,0.0038
Montana,New Mexico,0.0012,0.0003,0.0019,0.0013,0.003,0.0016,0.0015,0.0024,0.0029,0.003,0.0034,0.0035
Montana,New York,0.0352,0.0157,0.0159,0.0086,0.0038,0.004,0.0071,0.0051,0.0082,0.0104,0.012,0.008
Montana,North Carolina,0.0014,0.0054,0.002,0.0016,0.003,0.0016,0.0007,0.0013,0.0024,0.0017,0.0027,0.0037
Montana,North Dakota,0.0046,0.0187,0.0312,0.0363,0.0458,0.0509,0.0529,0.0522,0.0533,0.0463,0.0362,0.0292
Montana,Ohio,0.0321,0.0221,0.0172,0.0081,0.0075,0.0076,0.0043,0.0046,0.0085,0.0082,0.0096,0.0133
Montana,Oklahoma,0.0011,0.0024,0.0056,0.0041,0.0031,0.0063,0.0074,0.0064,0.0063,0.0055,0.006,0.0043
Montana,Oregon,0.0053,0.0076,0.0049,0.0052,0.0046,0.0069,0.008,0.007,0.0099,0.0112,0.0146,0.015
Montana,Pennsylvania,0.028,0.0246,0.0148,0.0089,0.008,0.0061,0.0067,0.0043,0.0075,0.0081,0.0089,0.008
Montana,Rhode Island,0.0006,0.0005,0,0.0005,0.0004,0.0001,0.0001,0.0006,0.0003,0.0003,0.0007,0.0003
Montana,South Carolina,0.0007,0.0003,0.0008,0.0006,0.0004,0.0011,0.0004,0.0004,0.0007,0.0009,0.0016,0.0006
Montana,South Dakota,0.0049,0.0078,0.0134,0.0209,0.0177,0.0195,0.0191,0.0194,0.0182,0.0165,0.0135,0.011
Montana,Tennessee,0.0044,0.0035,0.0068,0.0033,0.0025,0.0019,0.0019,0.0007,0.0016,0.0016,0.0017,0.003
Montana,Texas,0.0035,0.0022,0.0042,0.0039,0.0062,0.007,0.0086,0.0081,0.0096,0.0107,0.0126,0.0115
Montana,Utah,0.0092,0.0027,0.0027,0.0043,0.0055,0.0083,0.0059,0.0081,0.0075,0.0083,0.0095,0.0096
Montana,Vermont,0.0044,0.0013,0.0032,0.0007,0.0004,0.0004,0.0004,0.0004,0.0009,0.0008,0.0012,0.0013
Montana,Virginia,0.0049,0.0024,0.0018,0.0041,0.0015,0.002,0.0015,0.0007,0.0027,0.002,0.0035,0.0025
Montana,Washington,0.0038,0.0059,0.0139,0.0152,0.0159,0.0192,0.0191,0.0227,0.0261,0.0253,0.0334,0.0404
Montana,West Virginia,0.001,0.0013,0.0017,0.0016,0.0032,0.001,0.0016,0.0018,0.0016,0.0018,0.0015,0.0011
Montana,Wisconsin,0.0317,0.0443,0.0472,0.0312,0.0255,0.0185,0.0166,0.0154,0.0134,0.0107,0.0113,0.0126
Montana,Wyoming,0.0032,0.0043,0.0045,0.0064,0.0124,0.0104,0.0148,0.0131,0.0147,0.0171,0.0169,0.0156
Nebraska,Alabama,0.0003,0.0007,0.0004,0.0011,0.0005,0.0016,0.0016,0.0025,0.0021,0.002,0.002,0.0019
Nebraska,Alaska,0,0,0,0.0002,0,0.0001,0.0004,0.0001,0.0004,0.0007,0.0008,0.0019
Nebraska,Arizona,0,0,0,0.0001,0.0002,0.0001,0.0007,0.0013,0.0015,0.0018,0.0035,0.0041
Nebraska,Arkansas,0.0007,0.0008,0.0012,0.004,0.0024,0.0034,0.0031,0.0051,0.0039,0.0041,0.0037,0.0032
Nebraska,California,0.0008,0.001,0.0011,0.0013,0.0012,0.005,0.0073,0.0085,0.0137,0.0145,0.0206,0.0263
Nebraska,Colorado,0.0027,0.004,0.0063,0.0075,0.0086,0.0098,0.0106,0.0107,0.014,0.0145,0.0151,0.0191
Nebraska,Connecticut,0.0016,0.0009,0.0004,0.0001,0.0002,0.0007,0.0001,0.0007,0.001,0.0008,0.0011,0.0018
Nebraska,Delaware,0.0003,0.0003,0.0001,0.0003,0.0001,0.0002,0.0001,0.0001,0.0003,0.0002,0.0001,0.0004
Nebraska,District of Columbia,0.0003,0.0004,0.0001,0.0001,0,0.0004,0.0016,0.0005,0.0006,0.001,0.0004,0.0006
Nebraska,Florida,0.0001,0.0001,0.0005,0.0001,0.0004,0.0008,0.0014,0.002,0.0025,0.0027,0.0033,0.005
Nebraska,Georgia,0.0004,0.0008,0.0002,0.0001,0.0002,0.0006,0.0009,0.0016,0.002,0.002,0.002,0.0022
Nebraska,Hawaii,0,0,0,0,0,0,0.0003,0.0007,0.0007,0.0009,0.0011,0.0011
Nebraska,Idaho,0.0002,0.0003,0.0005,0.0006,0.0006,0.0013,0.0005,0.0017,0.0014,0.0012,0.0016,0.0017
Nebraska,Illinois,0.0804,0.0664,0.0542,0.0402,0.0288,0.0232,0.0185,0.0132,0.0148,0.014,0.0133,0.0124
Nebraska,Indiana,0.0263,0.0213,0.0179,0.0106,0.0059,0.005,0.004,0.0022,0.0043,0.0048,0.0039,0.0025
Nebraska,Iowa,0.0787,0.0857,0.0756,0.0683,0.0557,0.059,0.0525,0.0531,0.052,0.0548,0.0547,0.0543
Nebraska,Kansas,0.0141,0.021,0.0244,0.024,0.0281,0.029,0.0259,0.0258,0.0259,0.0239,0.0223,0.0187
Nebraska,Kentucky,0.0053,0.0042,0.0045,0.0027,0.0017,0.0017,0.0014,0.0013,0.0019,0.0019,0.0018,0.0009
Nebraska,Louisiana,0.0004,0.0004,0.0012,0.0003,0.0008,0.0005,0.0021,0.0015,0.002,0.0023,0.0021,0.0017
Nebraska,Maine,0.0022,0.0009,0.0009,0.0003,0.0002,0.0005,0.0004,0.0008,0.0009,0.0007,0.0008,0.0003
Nebraska,Maryland,0.0019,0.0008,0.001,0.001,0.0008,0.0008,0.0007,0.0007,0.0017,0.0015,0.0018,0.001
Nebraska,Massachusetts,0.0038,0.0014,0.0009,0.0013,0.0007,0.0018,0.0014,0.0024,0.002,0.002,0.0018,0.0017
Nebraska,Michigan,0.0092,0.0066,0.0059,0.0033,0.0034,0.0038,0.0041,0.0048,0.0048,0.005,0.0059,0.0054
Nebraska,Minnesota,0.0035,0.0051,0.0059,0.0058,0.0049,0.0075,0.0076,0.0076,0.0096,0.0103,0.0098,0.0087
Nebraska,Mississippi,0.0006,0.0007,0.0007,0.0006,0.0007,0.0013,0.0025,0.0033,0.0029,0.0035,0.0029,0.0022
Nebraska,Missouri,0.0268,0.0312,0.0266,0.0285,0.0276,0.0233,0.0202,0.0182,0.0169,0.0162,0.0143,0.0132
Nebraska,Montana,0.0001,0.0002,0.0011,0.0009,0.0007,0.0014,0.0012,0.0023,0.0026,0.0021,0.0022,0.0028
Nebraska,Nevada,0.0001,0.0001,0,0,0,0,0,0.0003,0.0034,0.0005,0.0009,0.0011
Nebraska,New Hampshire,0.0009,0.0004,0.0003,0.0001,0.0001,0.0002,0.0003,0.0001,0.0004,0.0004,0.0005,0.0003
Nebraska,New Jersey,0.0032,0.0015,0.0011,0.0016,0.0005,0.0009,0.0015,0.0011,0.002,0.0018,0.0025,0.0025
Nebraska,New Mexico,0.0001,0.0002,0.0005,0.0004,0.0004,0.0005,0.0011,0.0006,0.0015,0.0017,0.002,0.0033
Nebraska,New York,0.0274,0.0163,0.012,0.0071,0.0047,0.0044,0.0035,0.0043,0.0062,0.0065,0.0067,0.0044
Nebraska,North Carolina,0.0009,0.0015,0.0011,0.0009,0.0003,0.0009,0.0012,0.0012,0.0016,0.0019,0.0025,0.002
Nebraska,North Dakota,0.0001,0.0006,0.0007,0.0015,0.0011,0.0021,0.0024,0.0026,0.0042,0.0045,0.0042,0.0051
Nebraska,Ohio,0.0401,0.0245,0.0168,0.0121,0.0078,0.0057,0.0043,0.0064,0.0052,0.0057,0.0054,0.0049
Nebraska,Oklahoma,0.0004,0.0007,0.0041,0.0031,0.0035,0.0068,0.0058,0.0047,0.0062,0.005,0.0054,0.0032
Nebraska,Oregon,0.0004,0.0005,0.0005,0.0005,0.0009,0.001,0.0018,0.0012,0.0023,0.0021,0.0021,0.0022
Nebraska,Pennsylvania,0.0283,0.0196,0.0136,0.0085,0.0067,0.0045,0.0051,0.0041,0.0047,0.0043,0.0043,0.0037
Nebraska,Rhode Island,0.0004,0.0003,0.0004,0.0001,0.0001,0,0.0004,0.001,0.0004,0.0003,0.0005,0.0004
Nebraska,South Carolina,0.0002,0.0003,0.0001,0.0001,0.0001,0.0004,0.0006,0.0003,0.0008,0.0011,0.0012,0.0014
Nebraska,South Dakota,0.0023,0.0056,0.0062,0.0105,0.0065,0.0121,0.0129,0.0133,0.017,0.0196,0.0186,0.0165
Nebraska,Tennessee,0.0027,0.0015,0.0036,0.0024,0.0007,0.0009,0.0025,0.0012,0.0019,0.0022,0.0024,0.0023
Nebraska,Texas,0.0009,0.0014,0.0028,0.0029,0.0041,0.0074,0.0049,0.0082,0.0098,0.0112,0.0127,0.0148
Nebraska,Utah,0.0004,0.0001,0.0005,0.0014,0.0009,0.0007,0.0009,0.0014,0.0015,0.0014,0.0019,0.0028
Nebraska,Vermont,0.0027,0.0016,0.0011,0.0007,0.0002,0.0002,0.0001,0.0002,0.0003,0.0001,0.0003,0.0002
Nebraska,Virginia,0.0044,0.0045,0.0043,0.0028,0.0015,0.0018,0.0018,0.0013,0.0025,0.0022,0.0027,0.0033
Nebraska,Washington,0.0002,0.0008,0.0013,0.0008,0.0006,0.001,0.0026,0.0022,0.0033,0.0032,0.0036,0.0036
Nebraska,West Virginia,0.0026,0.0026,0.0016,0.0014,0.001,0.0013,0.0009,0.0008,0.0009,0.0012,0.0009,0.0006
Nebraska,Wisconsin,0.021,0.0173,0.0142,0.0086,0.0075,0.0045,0.004,0.0038,0.0051,0.0049,0.0048,0.0038
Nebraska,Wyoming,0.0009,0.0019,0.0017,0.003,0.0031,0.0033,0.0042,0.004,0.0043,0.0044,0.0044,0.0052
Nevada,Alabama,0.0005,0,0.0013,0.001,0,0.0015,0.0072,0.0088,0.0046,0.0044,0.0034,0.0025
Nevada,Alaska,0,0,0,0.002,0.001,0,0,0.0034,0.0015,0.0018,0.0017,0.0021
Nevada,Arizona,0,0.0055,0.0013,0.0093,0.0103,0.0146,0.0161,0.0117,0.0129,0.0151,0.0144,0.0162
Nevada,Arkansas,0.002,0.0041,0.0051,0.001,0.0093,0.0111,0.0129,0.0135,0.012,0.0094,0.0056,0.0035
Nevada,California,0.0745,0.0777,0.0875,0.0883,0.0958,0.1192,0.1238,0.1371,0.1628,0.151,0.1815,0.1881
Nevada,Colorado,0.0005,0.0231,0.0171,0.0271,0.0289,0.0285,0.0179,0.0167,0.0162,0.0198,0.0132,0.0107
Nevada,Connecticut,0.0015,0.0014,0,0,0,0.0013,0.0032,0.0034,0.0047,0.004,0.0033,0.0033
Nevada,Delaware,0.0005,0,0,0,0,0,0.0011,0.0005,0.0005,0.0006,0.0004,0.0008
Nevada,District of Columbia,0,0.0014,0,0,0,0.0016,0.0021,0.0036,0.0015,0.0019,0.002,0.0015
Nevada,Florida,0,0,0,0,0,0.0036,0.0043,0.0032,0.0077,0.0072,0.0079,0.0082
Nevada,Georgia,0.003,0.0027,0.0013,0.0011,0.0021,0.0042,0.005,0.0029,0.0043,0.0041,0.0039,0.0018
Nevada,Hawaii,0,0,0.0076,0.001,0,0.002,0.0018,0.0014,0.0028,0.0039,0.0072,0.0099
Nevada,Idaho,0.002,0.0014,0.0099,0.0113,0.02,0.0169,0.0115,0.0242,0.0146,0.0169,0.0091,0.0062
Nevada,Illinois,0.0189,0.0232,0.0264,0.0217,0.03,0.0319,0.0183,0.0287,0.0334,0.035,0.0329,0.029
Nevada,Indiana,0.0099,0.0095,0.0152,0.0104,0.0098,0.015,0.0122,0.0093,0.0105,0.0109,0.0082,0.0071
Nevada,Iowa,0.0179,0.03,0.0141,0.0227,0.0164,0.0199,0.0168,0.0165,0.0134,0.0123,0.0086,0.0061
Nevada,Kansas,0.005,0.0109,0.0265,0.0196,0.0145,0.0197,0.0147,0.0151,0.0119,0.0103,0.0069,0.0048
Nevada,Kentucky,0.0089,0.0041,0.0069,0.0032,0.0072,0.0063,0.0054,0.0038,0.0053,0.0054,0.0038,0.0028
Nevada,Louisiana,0.002,0,0.0013,0,0.001,0.0106,0.0179,0.0133,0.0155,0.0118,0.0081,0.0066
Nevada,Maine,0.0129,0,0.0013,0.002,0.001,0.002,0.0025,0.0014,0.0019,0.0019,0.0021,0.0022
Nevada,Maryland,0.002,0.0055,0.0025,0.002,0,0.0025,0.0029,0.0032,0.0044,0.0036,0.0036,0.0026
Nevada,Massachusetts,0.0109,0.0109,0.0072,0.0051,0.0083,0.0055,0.0097,0.0077,0.0106,0.0109,0.0084,0.0063
Nevada,Michigan,0.0069,0.0218,0.0137,0.0125,0.0081,0.0144,0.0154,0.0113,0.019,0.0192,0.019,0.0191
Nevada,Minnesota,0.005,0.0068,0.0112,0.0144,0.0072,0.0086,0.0147,0.0126,0.014,0.0125,0.0109,0.0075
Nevada,Mississippi,0,0.0014,0,0.0021,0,0.0071,0.0079,0.0061,0.006,0.0061,0.0041,0.0031
Nevada,Missouri,0.0204,0.0245,0.0218,0.0249,0.0145,0.0267,0.0279,0.0181,0.0183,0.0128,0.0104,0.0067
Nevada,Montana,0.001,0.0095,0.0013,0.0071,0.0078,0.01,0.0093,0.0172,0.0097,0.0097,0.0062,0.0043
Nevada,Nebraska,0.0015,0.0122,0.0072,0.0125,0.0114,0.0153,0.0111,0.0108,0.0118,0.0094,0.0066,0.0054
Nevada,New Hampshire,0.001,0,0.0013,0,0,0,0.0004,0.0002,0.0017,0.0014,0.001,0.0008
Nevada,New Jersey,0.004,0.0014,0.0023,0.0021,0.0071,0.009,0.0104,0.0095,0.0121,0.0109,0.0116,0.0099
Nevada,New Mexico,0.0005,0,0.0013,0.0042,0.0021,0.0058,0.0136,0.0111,0.0106,0.0106,0.0077,0.0063
Nevada,New York,0.0268,0.0368,0.0305,0.0258,0.0146,0.0228,0.0251,0.0244,0.0442,0.0414,0.0413,0.0309
Nevada,North Carolina,0.0025,0.0041,0.0025,0.0052,0.0021,0.0015,0.0047,0.0054,0.0054,0.0046,0.0043,0.0029
Nevada,North Dakota,0,0.0027,0,0.0021,0.0041,0.0091,0.0065,0.0075,0.0057,0.0057,0.0036,0.0017
Nevada,Ohio,0.0228,0.0326,0.0229,0.0156,0.0134,0.0118,0.0114,0.0174,0.0238,0.0234,0.0198,0.015
Nevada,Oklahoma,0,0,0.0051,0.0041,0.0093,0.0179,0.0215,0.0208,0.0177,0.0136,0.0093,0.0051
